Date,Open,High,Low,Close,Volume
2012-07-25,1.54993,1.55522,1.54592,1.54857,208460515625.0
2012-07-26,1.54856,1.57246,1.54713,1.56841,220350125000.0
2012-07-27,1.56834,1.57687,1.56677,1.57437,213994015625.0
2012-07-29,1.57348,1.57567,1.57259,1.57267,7385319824.2188
2012-07-30,1.57269,1.57327,1.56736,1.57126,168815687500.0
2012-07-31,1.57127,1.57314,1.56265,1.56682,187117687500.0
2012-08-01,1.56682,1.56917,1.55318,1.55437,174845171875.0
2012-08-02,1.55437,1.56804,1.54912,1.55139,193516406250.0
2012-08-03,1.55139,1.5658,1.5506,1.56428,176872015625.0
2012-08-05,1.56425,1.56667,1.56,1.56539,17577380859.375
2012-08-06,1.56538,1.5654,1.55474,1.55885,163467890625.0
2012-08-07,1.55885,1.5685,1.55652,1.56123,164322734375.0
2012-08-08,1.56125,1.5678,1.5574,1.56685,161921265625.0
2012-08-09,1.56683,1.5687,1.56064,1.56306,157212843750.0
2012-08-10,1.56306,1.5702,1.55781,1.56838,142831937500.0
2012-08-12,1.56878,1.56879,1.56595,1.56667,7197529785.1563
2012-08-13,1.56667,1.57177,1.5658,1.56766,135191625000.0
2012-08-14,1.56768,1.57292,1.56699,1.56754,136016359375.0
2012-08-15,1.56756,1.57022,1.56611,1.56797,125924171875.0
2012-08-16,1.56802,1.57452,1.56372,1.57359,140758812500.0
2012-08-17,1.57357,1.574,1.56752,1.56978,127175757812.5
2012-08-19,1.56949,1.57101,1.56843,1.5689,8882552734.375
2012-08-20,1.56888,1.57185,1.56789,1.57109,121837351562.5
2012-08-21,1.57107,1.5805,1.57073,1.57777,152469453125.0
2012-08-22,1.57777,1.58876,1.57685,1.58835,148916718750.0
2012-08-23,1.58835,1.59133,1.58537,1.58582,159345984375.0
2012-08-24,1.58582,1.58702,1.58006,1.58008,135183078125.0
2012-08-26,1.58117,1.58229,1.58012,1.58014,10734870117.1875
2012-08-27,1.58016,1.58297,1.57886,1.57916,87334031250.0
2012-08-28,1.57916,1.58371,1.57546,1.58264,142300062500.0
2012-08-29,1.58264,1.58568,1.58036,1.58273,123641351562.5
2012-08-30,1.58273,1.58756,1.57716,1.57882,127999789062.5
2012-08-31,1.57882,1.58963,1.57792,1.58637,151573875000.0
2012-09-02,1.58695,1.58857,1.58636,1.58669,13166469726.5625
2012-09-03,1.58671,1.58992,1.58512,1.58803,99398906250.0
2012-09-04,1.58807,1.59107,1.58565,1.58653,137325765625.0
2012-09-05,1.58653,1.5935,1.58273,1.59041,164712281250.0
2012-09-06,1.59041,1.5944,1.58826,1.59326,159333531250.0
2012-09-07,1.59326,1.60351,1.59232,1.60248,156047484375.0
2012-09-09,1.60137,1.60226,1.60062,1.60079,6616819824.2188
2012-09-10,1.60081,1.60188,1.59602,1.59923,123061992187.5
2012-09-11,1.59922,1.60847,1.59922,1.60731,149285437500.0
2012-09-12,1.60731,1.6132,1.60652,1.61068,162576812500.0
2012-09-13,1.61068,1.6175,1.60791,1.61528,149271796875.0
2012-09-14,1.61528,1.62558,1.61509,1.62117,160658328125.0
2012-09-16,1.6225,1.62398,1.62033,1.62237,8909099609.375
2012-09-17,1.62237,1.6274,1.6212,1.62416,128078968750.0
2012-09-18,1.62414,1.62678,1.62216,1.6244,140460843750.0
2012-09-19,1.6244,1.62716,1.61856,1.62328,147721968750.0
2012-09-20,1.62327,1.62371,1.61645,1.62222,158721140625.0
2012-09-21,1.62222,1.63105,1.62138,1.62199,150944328125.0
2012-09-23,1.62327,1.62507,1.62231,1.62321,9031980468.75
2012-09-24,1.62321,1.62443,1.61826,1.62257,121177328125.0
2012-09-25,1.62255,1.62683,1.61834,1.61927,140153687500.0
2012-09-26,1.61927,1.62102,1.61381,1.6175,141217953125.0
2012-09-27,1.6175,1.62447,1.61672,1.6232,132018859375.0
2012-09-28,1.62317,1.62735,1.61162,1.61609,159372984375.0
2012-09-30,1.6155,1.61593,1.6119,1.61228,12510429687.5
2012-10-01,1.61228,1.61752,1.61097,1.61316,143300562500.0
2012-10-02,1.61316,1.6188,1.61259,1.613,143153625000.0
2012-10-03,1.613,1.61432,1.6068,1.61013,152621734375.0
2012-10-04,1.61013,1.6203,1.60836,1.6185,153288484375.0
2012-10-05,1.6185,1.62178,1.61232,1.61308,129354117187.5
2012-10-07,1.61217,1.61466,1.61209,1.61366,15276299804.6875
2012-10-08,1.6137,1.6137,1.60216,1.60321,139184421875.0
2012-10-09,1.60321,1.60467,1.59769,1.59953,164404734375.0
2012-10-10,1.59953,1.60355,1.59774,1.60066,145552765625.0
2012-10-11,1.60066,1.60553,1.5985,1.60455,126969710937.5
2012-10-12,1.60457,1.60979,1.60195,1.60708,130371289062.5
2012-10-14,1.60698,1.60835,1.60569,1.60577,6675240234.375
2012-10-15,1.60575,1.60826,1.60219,1.60805,137405656250.0
2012-10-16,1.60808,1.61357,1.60617,1.61277,138324093750.0
2012-10-17,1.61279,1.61793,1.61159,1.6136,126005929687.5
2012-10-18,1.6136,1.61716,1.6041,1.60565,125862750000.0
2012-10-19,1.60563,1.6068,1.59964,1.59968,123042109375.0
2012-10-21,1.60076,1.60203,1.59921,1.5999,7074649902.3438
2012-10-22,1.5999,1.60535,1.59984,1.6022,119618796875.0
2012-10-23,1.60218,1.60231,1.59143,1.59491,136676296875.0
2012-10-24,1.59491,1.60491,1.5937,1.6031,152591906250.0
2012-10-25,1.6031,1.61448,1.60278,1.61186,148678125000.0
2012-10-26,1.61184,1.61422,1.60814,1.60918,138808218750.0
2012-10-28,1.61057,1.61219,1.60787,1.60874,8459000000.0
2012-10-29,1.60874,1.60945,1.60075,1.60308,94626476562.5
2012-10-30,1.60309,1.6088,1.60222,1.60742,92102820312.5
2012-10-31,1.60742,1.61401,1.60697,1.61331,136127984375.0
2012-11-01,1.61331,1.6176,1.6121,1.6134,128101242187.5
2012-11-02,1.6134,1.6134,1.60089,1.60319,121277242187.5
2012-11-04,1.6021,1.60246,1.60054,1.60194,7833200195.3125
2012-11-05,1.60194,1.604,1.59582,1.59857,110971507812.5
2012-11-06,1.59857,1.60089,1.5966,1.5991,114664218750.0
2012-11-07,1.5991,1.60432,1.59553,1.59773,162062484375.0
2012-11-08,1.59773,1.60057,1.593,1.59767,133287796875.0
2012-11-09,1.59767,1.60205,1.58886,1.59003,128787570312.5
2012-11-11,1.5896,1.59081,1.58904,1.58933,11467009765.625
2012-11-12,1.58932,1.59159,1.5865,1.58756,82227953125.0
2012-11-13,1.58758,1.59164,1.58587,1.5876,114363210937.5
2012-11-14,1.58759,1.59023,1.58393,1.584,121788062500.0
2012-11-15,1.58399,1.58799,1.58294,1.58663,122610882812.5
2012-11-16,1.58663,1.59022,1.58366,1.588,121427109375.0
2012-11-18,1.58806,1.59082,1.58798,1.5899,13003410156.25
2012-11-19,1.58993,1.5925,1.58883,1.58938,110936882812.5
2012-11-20,1.58938,1.59371,1.58931,1.59238,110349828125.0
2012-11-21,1.59238,1.59709,1.58835,1.59692,116619468750.0
2012-11-22,1.59692,1.59791,1.59205,1.59374,91247078125.0
2012-11-23,1.59374,1.6052,1.59279,1.60293,96301718750.0
2012-11-25,1.60253,1.604,1.60208,1.60306,12669990234.375
2012-11-26,1.60307,1.60363,1.59975,1.60333,97746351562.5
2012-11-27,1.60334,1.60575,1.60102,1.60203,110646546875.0
2012-11-28,1.60205,1.60224,1.59631,1.60146,124939609375.0
2012-11-29,1.60145,1.6049,1.60028,1.60386,113669242187.5
2012-11-30,1.60386,1.60632,1.59898,1.60147,118789617187.5
2012-12-02,1.60055,1.60267,1.59991,1.60236,8495419921.875
2012-12-03,1.60236,1.61165,1.60216,1.60984,106614289062.5
2012-12-04,1.60985,1.61316,1.60856,1.60999,100374492187.5
2012-12-05,1.60998,1.612,1.60835,1.60924,114694203125.0
2012-12-06,1.60924,1.6129,1.6038,1.60492,126885882812.5
2012-12-07,1.60492,1.60619,1.60029,1.60382,117025726562.5
2012-12-09,1.60223,1.60411,1.60209,1.6036,13341440429.6875
2012-12-10,1.6036,1.60972,1.60146,1.60725,88756031250.0
2012-12-11,1.60726,1.61225,1.60692,1.61188,106921359375.0
2012-12-12,1.61189,1.61728,1.60961,1.6136,112851210937.5
2012-12-13,1.61363,1.6155,1.60849,1.61144,120222968750.0
2012-12-14,1.6114,1.61787,1.61045,1.61787,115319203125.0
2012-12-16,1.61812,1.62005,1.61478,1.61749,14545110351.5625
2012-12-17,1.61747,1.62171,1.61586,1.6204,112352148437.5
2012-12-18,1.62039,1.627,1.6196,1.62511,112467460937.5
2012-12-19,1.62512,1.63073,1.62402,1.6252,131027046875.0
2012-12-20,1.6252,1.62968,1.62452,1.62731,127323781250.0
2012-12-21,1.62731,1.62747,1.61529,1.61728,139785546875.0
2012-12-23,1.6171,1.61717,1.61504,1.61521,10869980468.75
2012-12-24,1.61521,1.62076,1.6102,1.61323,81428570312.5
2012-12-25,1.61332,1.61442,1.61169,1.61373,16006679687.5
2012-12-26,1.61374,1.61722,1.61093,1.61259,69584570312.5
2012-12-27,1.61259,1.62037,1.60678,1.61158,122642117187.5
2012-12-28,1.61157,1.61729,1.60797,1.61628,100209210937.5
2012-12-30,1.61611,1.61809,1.61486,1.61627,7187089843.75
2012-12-31,1.61627,1.62752,1.61349,1.62403,98588437500.0
2013-01-01,1.62615,1.62665,1.6243,1.62462,2127790039.0625
2013-01-02,1.62462,1.6387,1.62259,1.62519,158780312500.0
2013-01-03,1.6252,1.62535,1.60603,1.60776,140459250000.0
2013-01-04,1.60777,1.60897,1.60105,1.60752,141081453125.0
2013-01-06,1.60762,1.6084,1.60653,1.60681,4075459960.9375
2013-01-07,1.60681,1.61302,1.60223,1.61226,135537218750.0
2013-01-08,1.61227,1.61233,1.60299,1.60606,133765453125.0
2013-01-09,1.60608,1.60759,1.59934,1.60152,144024562500.0
2013-01-10,1.60152,1.6181,1.60054,1.61654,166020453125.0
2013-01-11,1.61654,1.61712,1.60899,1.61363,150230718750.0
2013-01-13,1.6134,1.61406,1.61206,1.61236,5355439941.4063
2013-01-14,1.61236,1.61559,1.60322,1.60773,143947828125.0
2013-01-15,1.60771,1.61019,1.60338,1.6075,164032375000.0
2013-01-16,1.60751,1.60816,1.59764,1.59954,162214562500.0
2013-01-17,1.59952,1.604,1.59557,1.59797,161832984375.0
2013-01-18,1.59797,1.59971,1.58545,1.58666,166582906250.0
2013-01-20,1.5851,1.58574,1.58455,1.58564,4766149902.3438
2013-01-21,1.58564,1.58941,1.58065,1.58358,93336218750.0
2013-01-22,1.5836,1.58841,1.58104,1.58367,169328703125.0
2013-01-23,1.58367,1.58931,1.58027,1.58304,157314296875.0
2013-01-24,1.58304,1.58521,1.57571,1.57814,163934734375.0
2013-01-25,1.57814,1.58277,1.57469,1.58011,169553468750.0
2013-01-27,1.57629,1.57869,1.57628,1.57746,5712529785.1563
2013-01-28,1.57746,1.57811,1.56752,1.56974,155826437500.0
2013-01-29,1.56974,1.57741,1.56932,1.57453,148093984375.0
2013-01-30,1.5745,1.58175,1.57262,1.57974,153880734375.0
2013-01-31,1.57974,1.5876,1.57758,1.58704,155379812500.0
2013-02-01,1.58703,1.58791,1.56915,1.56942,174143312500.0
2013-02-03,1.56982,1.57115,1.56929,1.57028,4168959960.9375
2013-02-04,1.57027,1.57733,1.56949,1.57578,137420609375.0
2013-02-05,1.57578,1.58051,1.56312,1.56653,171515656250.0
2013-02-06,1.56653,1.56787,1.56323,1.56637,155906562500.0
2013-02-07,1.56638,1.57701,1.56464,1.57064,187282671875.0
2013-02-08,1.57064,1.58452,1.57064,1.58017,150841703125.0
2013-02-10,1.58017,1.58072,1.57869,1.58006,4699549804.6875
2013-02-11,1.58006,1.58109,1.56475,1.56562,133263593750.0
2013-02-12,1.5656,1.56848,1.55731,1.56766,160049234375.0
2013-02-13,1.56764,1.56898,1.55243,1.5533,157796421875.0
2013-02-14,1.55328,1.55438,1.54758,1.54858,154854437500.0
2013-02-15,1.54858,1.55505,1.54625,1.55199,157050671875.0
2013-02-17,1.55064,1.55101,1.54732,1.5478,6112649902.3438
2013-02-18,1.5478,1.55091,1.54382,1.54782,111579109375.0
2013-02-19,1.54782,1.5505,1.54156,1.54281,132191812500.0
2013-02-20,1.5428,1.54521,1.51936,1.52276,163730468750.0
2013-02-21,1.52275,1.52739,1.51335,1.52613,182271265625.0
2013-02-22,1.52615,1.53224,1.51641,1.51647,147577171875.0
2013-02-24,1.50784,1.5118,1.50754,1.5096,9706290039.0625
2013-02-25,1.50961,1.52002,1.50879,1.51662,212021812500.0
2013-02-26,1.51662,1.52203,1.51137,1.51311,210230437500.0
2013-02-27,1.51311,1.5189,1.50813,1.51667,206261656250.0
2013-02-28,1.51667,1.5223,1.51492,1.51642,169866734375.0
2013-03-01,1.51642,1.51867,1.49866,1.50444,157666218750.0
2013-03-03,1.50445,1.50452,1.50285,1.50331,4334250000.0
2013-03-04,1.50331,1.51413,1.50004,1.51293,127904046875.0
2013-03-05,1.51297,1.52002,1.50949,1.5137,150015515625.0
2013-03-06,1.51369,1.51561,1.49685,1.49955,139213953125.0
2013-03-07,1.49958,1.50834,1.49683,1.50267,172561765625.0
2013-03-08,1.50271,1.5048,1.48866,1.49266,145556375000.0
2013-03-10,1.49271,1.49292,1.4902,1.49082,5653770019.5313
2013-03-11,1.49082,1.49442,1.48665,1.49059,115797531250.0
2013-03-12,1.49062,1.4917,1.48322,1.49057,136733593750.0
2013-03-13,1.49057,1.49827,1.48986,1.49258,145603093750.0
2013-03-14,1.49256,1.51215,1.49158,1.50908,169752296875.0
2013-03-15,1.50907,1.5177,1.50697,1.51169,163675187500.0
2013-03-17,1.51268,1.51411,1.51025,1.51041,16175599609.375
2013-03-18,1.5104,1.51447,1.5073,1.50966,163960734375.0
2013-03-19,1.50965,1.51451,1.5074,1.50966,175788656250.0
2013-03-20,1.50966,1.5187,1.50278,1.50949,190462390625.0
2013-03-21,1.50947,1.52101,1.50933,1.51812,174292359375.0
2013-03-22,1.51812,1.52486,1.51763,1.52354,148052125000.0
2013-03-24,1.52399,1.5262,1.52256,1.52424,11681290039.0625
2013-03-25,1.52424,1.52598,1.51437,1.51785,172234859375.0
2013-03-26,1.51787,1.52079,1.51362,1.51617,137711515625.0
2013-03-27,1.51617,1.5182,1.50931,1.51278,141862125000.0
2013-03-28,1.51276,1.5202,1.51125,1.52011,148894125000.0
2013-03-29,1.5201,1.52208,1.51792,1.52063,63610820312.5
2013-03-31,1.51987,1.52045,1.51886,1.51964,3802459960.9375
2013-04-01,1.51965,1.5243,1.51786,1.52223,61045691406.25
2013-04-02,1.52223,1.52592,1.50997,1.51089,136275296875.0
2013-04-03,1.51089,1.5159,1.50762,1.51391,127870093750.0
2013-04-04,1.51389,1.5246,1.50342,1.52245,164387562500.0
2013-04-05,1.52245,1.53638,1.51998,1.53388,140418703125.0
2013-04-07,1.53092,1.53504,1.53092,1.53495,8502070312.5
2013-04-08,1.53497,1.53518,1.52407,1.52642,125070148437.5
2013-04-09,1.52642,1.53424,1.5251,1.53219,140372296875.0
2013-04-10,1.53219,1.53442,1.52934,1.53245,124099640625.0
2013-04-11,1.53245,1.5412,1.53196,1.53946,145516281250.0
2013-04-12,1.53948,1.54104,1.53416,1.53428,129589078125.0
2013-04-14,1.53465,1.53548,1.5336,1.53535,6487729980.4688
2013-04-15,1.53537,1.53859,1.52709,1.5297,167488562500.0
2013-04-16,1.5297,1.53797,1.52734,1.53588,174249203125.0
2013-04-17,1.53587,1.537,1.52171,1.52458,177023046875.0
2013-04-18,1.52458,1.53133,1.52186,1.52838,163721609375.0
2013-04-19,1.52837,1.5369,1.52248,1.52342,147090531250.0
2013-04-21,1.52352,1.52387,1.52209,1.52256,8805139648.4375
2013-04-22,1.52255,1.52988,1.52049,1.52986,129047687500.0
2013-04-23,1.52983,1.52984,1.51974,1.52278,145957453125.0
2013-04-24,1.52279,1.5288,1.52275,1.52784,120534468750.0
2013-04-25,1.52783,1.54805,1.52743,1.54337,142909437500.0
2013-04-26,1.54337,1.54992,1.54196,1.54779,117089171875.0
2013-04-28,1.5489,1.54932,1.54767,1.54904,6000919921.875
2013-04-29,1.54904,1.55465,1.54793,1.54903,104962789062.5
2013-04-30,1.54904,1.55704,1.54689,1.55371,121210906250.0
2013-05-01,1.55371,1.56065,1.55273,1.55711,111008023437.5
2013-05-02,1.55711,1.5591,1.54974,1.55347,132053296875.0
2013-05-03,1.55349,1.56026,1.54811,1.55757,122202117187.5
2013-05-05,1.55754,1.55804,1.55594,1.55757,4396439941.4063
2013-05-06,1.55756,1.55991,1.55216,1.55383,74941867187.5
2013-05-07,1.55382,1.55527,1.54471,1.54773,102655242187.5
2013-05-08,1.54775,1.55922,1.54715,1.55412,121182273437.5
2013-05-09,1.55412,1.55893,1.54266,1.54445,143045031250.0
2013-05-10,1.54449,1.54582,1.53147,1.5364,153841062500.0
2013-05-12,1.53588,1.53608,1.53369,1.53452,7644569824.2188
2013-05-13,1.53454,1.53855,1.52782,1.5307,148109625000.0
2013-05-14,1.53069,1.53316,1.52086,1.52264,164223937500.0
2013-05-15,1.52265,1.52733,1.5174,1.5239,167268703125.0
2013-05-16,1.5239,1.53228,1.5198,1.52771,158543015625.0
2013-05-17,1.52772,1.52813,1.51584,1.51714,137672812500.0
2013-05-19,1.51981,1.52035,1.51675,1.51757,6188990234.375
2013-05-20,1.51758,1.52816,1.51684,1.52622,131936656250.0
2013-05-21,1.52622,1.52631,1.51132,1.51612,158213000000.0
2013-05-22,1.51611,1.51751,1.50201,1.50354,186128609375.0
2013-05-23,1.50355,1.5129,1.50146,1.50933,179208343750.0
2013-05-24,1.50931,1.51436,1.50652,1.5126,131957031250.0
2013-05-26,1.51412,1.51414,1.51281,1.51299,5739779785.1563
2013-05-27,1.51298,1.51572,1.5088,1.51095,61961500000.0
2013-05-28,1.51093,1.51357,1.502,1.50256,137520718750.0
2013-05-29,1.50257,1.51468,1.50088,1.51308,149662968750.0
2013-05-30,1.51308,1.52404,1.51111,1.5228,162126609375.0
2013-05-31,1.5228,1.52402,1.51408,1.51985,148553296875.0
2013-06-02,1.52125,1.52125,1.51937,1.52076,4424229980.4688
2013-06-03,1.52076,1.53767,1.51969,1.53223,150098687500.0
2013-06-04,1.53221,1.53438,1.52741,1.53026,139446250000.0
2013-06-05,1.53026,1.54144,1.52919,1.5399,163883078125.0
2013-06-06,1.53991,1.56851,1.53825,1.56009,179162640625.0
2013-06-07,1.56009,1.5619,1.54891,1.55597,172154203125.0
2013-06-09,1.55245,1.55476,1.55219,1.5526,7331140136.7188
2013-06-10,1.5526,1.55868,1.54953,1.55671,143288703125.0
2013-06-11,1.55671,1.56537,1.55213,1.56439,182424406250.0
2013-06-12,1.56439,1.57023,1.56341,1.56837,146891375000.0
2013-06-13,1.56837,1.57382,1.56452,1.57063,157019625000.0
2013-06-14,1.57061,1.57189,1.56167,1.57073,136493062500.0
2013-06-16,1.57329,1.57331,1.57129,1.57321,3915620117.1875
2013-06-17,1.57312,1.57522,1.56815,1.57167,85396921875.0
2013-06-18,1.57167,1.57212,1.55659,1.56316,91219453125.0
2013-06-19,1.56316,1.56777,1.54507,1.54744,98128093750.0
2013-06-20,1.54744,1.55233,1.54149,1.55139,130789257812.5
2013-06-21,1.55137,1.55313,1.53688,1.54195,108094929687.5
2013-06-23,1.538,1.54013,1.53777,1.5388,5011870117.1875
2013-06-24,1.5388,1.54656,1.53437,1.5454,113833812500.0
2013-06-25,1.5454,1.54782,1.53977,1.54098,105490937500.0
2013-06-26,1.541,1.54409,1.52983,1.53183,103967929687.5
2013-06-27,1.53183,1.53467,1.52018,1.52566,93493710937.5
2013-06-28,1.52565,1.52794,1.5166,1.52146,93085320312.5
2013-06-30,1.52092,1.52151,1.52018,1.52093,3166320068.3594
2013-07-01,1.52092,1.52499,1.51838,1.52174,73582539062.5
2013-07-02,1.52176,1.52386,1.51371,1.51511,80043281250.0
2013-07-03,1.51512,1.5305,1.51306,1.52818,93361093750.0
2013-07-04,1.52816,1.52836,1.5028,1.50397,95865039062.5
2013-07-05,1.50397,1.50561,1.48583,1.48862,108221773437.5
2013-07-07,1.48794,1.48835,1.48596,1.48601,3747100097.6563
2013-07-08,1.48599,1.4967,1.48591,1.49342,75798312500.0
2013-07-09,1.49342,1.4982,1.48137,1.48474,100791351562.5
2013-07-10,1.48479,1.51958,1.48459,1.5128,125878320312.5
2013-07-11,1.51284,1.52227,1.5062,1.51722,132086437500.0
2013-07-12,1.51722,1.5189,1.50766,1.51101,86323796875.0
2013-07-14,1.5122,1.51329,1.50996,1.51107,2977989990.2344
2013-07-15,1.51104,1.51273,1.50283,1.50955,87560773437.5
2013-07-16,1.50956,1.517,1.50453,1.5129,106067492187.5
2013-07-17,1.51291,1.52678,1.50798,1.52095,114064710937.5
2013-07-18,1.52099,1.52425,1.51584,1.52215,97566117187.5
2013-07-19,1.52215,1.52823,1.51971,1.52673,80728062500.0
2013-07-21,1.52721,1.52868,1.5259,1.52859,3443459960.9375
2013-07-22,1.52859,1.53848,1.52647,1.53646,162394156250.0
2013-07-23,1.53652,1.53924,1.53269,1.53718,160538781250.0
2013-07-24,1.53731,1.53901,1.52897,1.53074,181658812500.0
2013-07-25,1.53074,1.54353,1.52638,1.53805,188531375000.0
2013-07-26,1.53803,1.54175,1.53565,1.53823,149511484375.0
2013-07-28,1.5382,1.53996,1.53757,1.53913,10093589843.75
2013-07-29,1.53913,1.54147,1.53291,1.53407,76549921875.0
2013-07-30,1.53406,1.53542,1.52243,1.52429,85349031250.0
2013-07-31,1.52428,1.5255,1.51268,1.51741,108549109375.0
2013-08-01,1.51741,1.52432,1.51105,1.51183,114971640625.0
2013-08-02,1.51185,1.5309,1.51027,1.52951,96635250000.0
2013-08-04,1.52931,1.5301,1.52804,1.52873,4044520019.5313
2013-08-05,1.52873,1.53787,1.52601,1.53564,91397781250.0
2013-08-06,1.53558,1.53927,1.53325,1.53437,90309148437.5
2013-08-07,1.53437,1.55317,1.52061,1.54975,119579453125.0
2013-08-08,1.54973,1.5575,1.54855,1.55345,89153812500.0
2013-08-09,1.55345,1.55592,1.54974,1.55001,77386757812.5
2013-08-11,1.5495,1.5523,1.54945,1.55148,3352290039.0625
2013-08-12,1.55148,1.552,1.5453,1.54565,76905210937.5
2013-08-13,1.54563,1.5513,1.54276,1.5449,96233156250.0
2013-08-14,1.5449,1.55475,1.54228,1.55172,98659953125.0
2013-08-15,1.55173,1.56527,1.55094,1.56396,121286000000.0
2013-08-16,1.56396,1.56577,1.56078,1.56271,90889757812.5
2013-08-18,1.56198,1.56345,1.56177,1.56249,4998169921.875
2013-08-19,1.56252,1.56735,1.56099,1.56468,80628109375.0
2013-08-20,1.5647,1.56963,1.56291,1.56636,92390562500.0
2013-08-21,1.56636,1.57185,1.56159,1.56168,103972421875.0
2013-08-22,1.56168,1.56271,1.55634,1.55957,97518179687.5
2013-08-23,1.55957,1.56384,1.55397,1.55708,97993343750.0
2013-08-25,1.55703,1.55863,1.55638,1.558,2357379882.8125
2013-08-26,1.55803,1.56125,1.55573,1.55828,56696300781.25
2013-08-27,1.55828,1.55929,1.54823,1.55454,94192289062.5
2013-08-28,1.55454,1.55534,1.543,1.55268,101205671875.0
2013-08-29,1.55272,1.55489,1.54831,1.55057,88486812500.0
2013-08-30,1.55057,1.55284,1.5463,1.55045,78026976562.5
2013-09-01,1.55367,1.55373,1.55066,1.55179,3442649902.3438
2013-09-02,1.55179,1.55937,1.55064,1.55466,68206468750.0
2013-09-03,1.55466,1.56051,1.55224,1.55625,82849453125.0
2013-09-04,1.55625,1.56476,1.55562,1.56208,78525156250.0
2013-09-05,1.56206,1.56676,1.55731,1.55901,91637468750.0
2013-09-06,1.55902,1.56819,1.55647,1.56358,75877007812.5
2013-09-08,1.56231,1.56396,1.56206,1.56329,3245510009.7656
2013-09-09,1.56334,1.57333,1.56287,1.56977,59299769531.25
2013-09-10,1.56977,1.5745,1.5686,1.57313,66350757812.5
2013-09-11,1.57315,1.58294,1.57194,1.58246,86177820312.5
2013-09-12,1.58246,1.58403,1.57779,1.58039,76656859375.0
2013-09-13,1.58038,1.58854,1.57774,1.58806,72559523437.5
2013-09-15,1.59395,1.59535,1.59311,1.5937,6306609863.2813
2013-09-16,1.59366,1.59633,1.58948,1.59028,67968617187.5
2013-09-17,1.59027,1.59366,1.58861,1.59038,71823968750.0
2013-09-18,1.59038,1.61645,1.58933,1.61332,109528546875.0
2013-09-19,1.6133,1.61476,1.60231,1.60354,102779078125.0
2013-09-20,1.60356,1.60672,1.59871,1.60089,77367781250.0
2013-09-22,1.60102,1.60174,1.5995,1.60169,2609199951.1719
2013-09-23,1.60169,1.60728,1.60134,1.60408,70521226562.5
2013-09-24,1.60408,1.60418,1.59557,1.59947,73735421875.0
2013-09-25,1.5995,1.60884,1.59799,1.6075,76316132812.5
2013-09-26,1.60751,1.60968,1.59999,1.60385,70735898437.5
2013-09-27,1.60385,1.61473,1.60304,1.614,74335546875.0
2013-09-29,1.61458,1.61712,1.61407,1.61675,5814290039.0625
2013-09-30,1.61673,1.62033,1.61285,1.61878,80685398437.5
2013-10-01,1.61881,1.6261,1.61833,1.6192,91537921875.0
2013-10-02,1.61924,1.62511,1.61634,1.62368,88995421875.0
2013-10-03,1.62368,1.6242,1.6154,1.61575,87178546875.0
2013-10-04,1.61574,1.61781,1.60069,1.60136,82370789062.5
2013-10-06,1.60243,1.60446,1.60163,1.60401,3274469970.7031
2013-10-07,1.60401,1.61009,1.60266,1.60983,68335039062.5
2013-10-08,1.60983,1.6125,1.60203,1.61198,88449671875.0
2013-10-09,1.61201,1.61204,1.59166,1.59557,104661601562.5
2013-10-10,1.59558,1.598,1.59146,1.59754,86058859375.0
2013-10-11,1.59753,1.60021,1.5924,1.5963,67047382812.5
2013-10-13,1.59737,1.59764,1.59648,1.59671,2084270019.5313
2013-10-14,1.59669,1.60187,1.5955,1.59716,61446589843.75
2013-10-15,1.59718,1.601,1.59157,1.59832,88352210937.5
2013-10-16,1.59833,1.60602,1.58948,1.59466,101158929687.5
2013-10-17,1.59464,1.61722,1.59406,1.61501,114905867187.5
2013-10-18,1.61498,1.62256,1.61422,1.61691,71881101562.5
2013-10-20,1.61755,1.6181,1.61692,1.61709,2734030029.2969
2013-10-21,1.61708,1.61811,1.61238,1.61322,60235601562.5
2013-10-22,1.61322,1.62485,1.61164,1.62313,72741242187.5
2013-10-23,1.62316,1.62572,1.61201,1.61639,86576296875.0
2013-10-24,1.61643,1.62234,1.6138,1.61982,102239117187.5
2013-10-25,1.61983,1.62479,1.61508,1.6166,89380898437.5
2013-10-27,1.61692,1.61839,1.6167,1.61729,2732330078.125
2013-10-28,1.6173,1.6209,1.61251,1.61397,77126703125.0
2013-10-29,1.61397,1.61446,1.60231,1.60479,105478921875.0
2013-10-30,1.60481,1.60784,1.5999,1.6025,111423312500.0
2013-10-31,1.6025,1.6069,1.60063,1.60433,113951632812.5
2013-11-01,1.60434,1.60437,1.59092,1.59296,99273726562.5
2013-11-03,1.59306,1.59337,1.59222,1.59226,2469709960.9375
2013-11-04,1.59224,1.5979,1.59042,1.59717,72777257812.5
2013-11-05,1.59711,1.60631,1.5949,1.60454,95702312500.0
2013-11-06,1.60454,1.61186,1.60448,1.60844,85066570312.5
2013-11-07,1.6084,1.61144,1.60099,1.60882,120823046875.0
2013-11-08,1.60882,1.61054,1.59578,1.60225,101080679687.5
2013-11-10,1.60091,1.60108,1.60011,1.6003,4540259765.625
2013-11-11,1.6003,1.60223,1.59661,1.59863,69816828125.0
2013-11-12,1.59865,1.59919,1.58547,1.58903,101115539062.5
2013-11-13,1.58903,1.6068,1.58787,1.60447,113517148437.5
2013-11-14,1.60447,1.6102,1.59888,1.6054,112234742187.5
